,CO,NO2,O3,PM10,PM25,SO2
30,0.511371685,31.428947,73.918075,33.003666666667,20.058965517241003,10.180205166667
29,0.54171733,43.37181933333299,58.051175,35.73,20.055833333333002,11.093170333333001
28,0.64912111,66.1002595,29.176875,62.91933333333299,34.934915254237,12.894246
27,0.58520693,50.58026416666701,31.3215,55.846333333333,34.321694915254,12.035872333333002
26,0.64908228,55.257304666667004,24.09295,61.2285,38.137457627119005,12.797934166666998
25,0.702221135,45.491950166667,25.95495,59.873,41.635762711864,11.583162333333002
64,1.014453165,43.579050166667,3.94345,66.098333333333,53.868833333332994,
63,,33.950786833333,19.7505,57.956,50.04728813559301,13.996284166667
62,0.666148065,24.644528333333,47.517575,53.976666666667,44.453666666667004,16.404523833333
61,0.51360441,16.2500855,68.598075,34.61,28.014166666667,15.576774666667
60,0.49244206,14.707012833333001,74.32372499999998,28.807833333333,21.832931034483,12.380730833333
59,0.4341194,11.643184666666999,,17.231666666667,11.787254237288,9.7008651666667
58,0.42146082,10.418928666667,88.767525,16.62,12.330166666667,10.056819500000001
57,0.433168065,12.695279666666998,90.715975,21.811833333333002,12.513050847458,10.358626166667
56,0.443147375,14.697448333333002,91.75005,21.613333333333003,11.235,10.445173666667
55,0.434332965,16.868589833333,89.1898,23.139655172414,10.328620689655,10.7491995
54,0.46825097,27.207814333333,78.573075,22.616333333333,10.945,10.2911635
53,0.47958933,39.335600333333,64.854125,25.423333333333,12.062833333333002,11.74383
52,0.634152145,84.05601416666701,20.272525,40.45,17.7255,16.643306166667
51,0.565811345,74.57440649999998,26.836075,38.155666666666995,16.667413793103,10.256100666667
50,0.62795876,44.956338166667,42.656425,47.10083333333299,29.573220338983003,11.505047666666998
49,0.8150417,62.15649733333299,12.86775,61.018666666667,38.221525423729,12.256013666666998
88,0.43474068,17.796346333332995,51.45105,18.44406779661,7.0362203389831,10.803791
87,0.474327865,18.1629855,51.0853,17.566271186441,8.3014745762712,10.947149166666998
84,0.43924496,13.922723833333,65.24315,9.685254237288099,7.5450877192982,9.857538333333299
83,0.43575026,12.931204,67.05195,13.074166666666999,8.3233050847458,9.4971456666667
82,0.426062175,14.270234,74.93885,9.0811666666667,6.0928305084746,9.6249696666667
81,0.41990762,13.670858666666998,78.832425,10.771666666666999,5.4082333333333,9.7869688333333
80,0.427071755,10.265896666667,84.52814999999998,7.8,4.9874833333333,9.29387
79,0.41979113,11.174524166666998,84.91384999999998,9.3947368421053,5.7718070175439,9.2983083333333
78,0.421324915,13.0938005,82.90887499999998,9.773684210526302,6.6948070175439,9.4576445
77,0.44716628,23.037692333333002,69.1999,11.915254237288,7.494898305084701,9.5641645
76,0.53841678,46.011621333333,42.623175,19.978947368421,12.917368421053,11.467765666666999
75,0.557152255,51.861907166667,33.23005,23.635593220338997,13.918983050847,20.830873666667
74,0.696901425,56.15317950000001,24.42545,35.39500000000001,23.275166666666998,17.450195166666997
73,0.681175275,35.968896333333,32.209275,45.086724137931,34.584642857143,12.382506166667
110,0.8562014999999998,44.634333333333,23.7937,67.433559322034,55.997118644068,18.8873275
109,0.88466389,43.799033666667,45.8584,74.29796610169498,60.403559322034,19.197567
108,0.600292385,19.878219166666998,82.416775,48.336101694915,38.965254237288,22.946627166667
107,0.530747855,15.443479333333,93.163175,34.554237288136,26.963559322034,45.358435166667
106,0.51748741,16.715557833333,101.25955,32.06813559322,23.482203389831,84.872473
105,0.486675805,12.153291333333001,110.23705,26.242372881356,18.951016949152997,31.669283666667
104,0.458096925,10.782379666667,112.441525,21.7885,15.069661016949,17.190108833333
103,0.44204072,9.2074253333333,110.107375,17.330333333333,13.190166666666999,14.792965
102,0.4383907,7.9130296666667,111.23455,15.500338983051,11.985593220339,15.7103685
101,0.430760605,8.7961518333333,110.286925,16.543220338982998,11.693965517241,27.103126333333
100,0.45268014,15.032205833333002,103.50725,23.235,16.714666666667,39.026265
99,1.19503208,99.072279166667,20.804525,101.0955,34.743220338983,33.170771833333
98,1.377552495,97.978738,4.90105,105.89122807017999,61.8025,31.924487833333
97,1.16851119,99.821498333333,2.89275,84.6255,53.212333333333,53.907109
96,1.378678565,92.928682,3.0324,97.220508474576,63.196315789474,48.181215166667
95,1.17239419,73.04727466666698,9.64915,103.341,78.61216666666698,59.391113666667
134,0.835446865,37.180399666667,17.506125,59.918813559322004,53.155084745763,21.682146
133,0.841387855,23.276804833333003,45.1934,48.81399999999999,41.996610169492,22.587122166666997
132,0.54346468,16.304284333333,66.87905,39.424482758621004,32.433333333333,19.533105
131,0.41373365,6.580376,94.067575,20.655,17.284210526316,10.648449333333
130,0.435187225,14.104449333333001,,29.122,22.2,11.474867
129,0.46390201,15.019453166666999,93.981125,32.82,24.159152542373,11.674592
128,0.45811634,18.424415166667,94.0709,32.2975,25.4915,12.1286335
127,0.462601205,19.604036833333,96.1457,35.078103448276,26.630517241379,11.985719166666998
126,0.488733795,21.035523666667,95.34105,37.003793103448,27.944310344828,12.015456
125,0.45481579,22.604101666667,96.3186,37.677241379310004,27.934210526316,11.811292666666999
124,0.484578985,30.7116095,87.204775,41.745762711863996,29.852033898305002,12.121532166666999
123,0.930269725,108.46461816667,19.966625,89.27016949152498,43.062372881356,13.881775166667
122,1.19957519,104.60056016667,4.3225,122.80152542373001,67.07813559322,13.1618775
121,1.10906246,100.17538483333,3.9634,95.804166666667,67.855333333333,22.5702565
120,1.38475546,86.53640783333297,4.63505,120.56166666666999,96.12220338983101,26.807533333333
119,1.20699172,71.93141633333302,10.8927,101.32084745763001,86.45694915254198,20.937393666667
158,0.68399045,19.613601333333,26.137825,47.9475,42.855833333333,11.973735666666999
157,0.710491925,20.904808833333,30.1644,52.771896551724005,45.712931034483006,12.663008833333
156,0.66542971,19.3681125,42.85925,52.918813559322004,44.108474576271,13.810761833333002
155,0.51469165,15.252189333333002,64.481725,32.462166666667,27.159166666666998,12.787726
154,0.45633016,13.3998645,82.1275,25.715666666666998,17.174166666667,12.108661
153,0.462174075,19.51158,74.8524,33.242166666667,24.383333333333002,11.593814333333
152,0.451961785,24.159927,80.554775,26.328620689654997,19.95,10.993307833333
151,0.446875055,19.486074666666998,86.486575,24.302,19.156610169491998,11.336834833333
150,0.448894215,19.533897166667,88.787475,23.922586206897,17.306896551724,10.808229333333001
149,0.48560798,29.308816166667,82.25385,26.060833333333,18.279333333333,11.387875666666998
148,0.544920805,51.399623,58.769375,35.520508474576005,19.372881355931998,11.256501
147,0.907204705,103.84815283333,13.3133,67.754333333333,33.535833333333,16.287795666667
146,1.08114369,71.714621,25.326525,84.10896551724099,53.044827586207,15.669092
145,0.90675816,64.824992833333,20.7347,83.11152542372898,66.027966101695,15.838636333333001
144,0.84292164,48.715186666667,24.767925,81.001206896552,66.850862068966,15.093884
143,1.10405339,63.1161355,5.9185,97.97758620689699,77.03245614035102,13.169422666666998
182,0.534009575,23.573304333333002,26.756275,23.040344827586,22.338793103448,11.602247166666999
181,0.55379346,31.747763666666998,22.65655,24.935,23.961403508772,11.626658
180,0.51900178,28.062243,27.77705,25.764067796610004,23.613559322034,11.769572333333
179,0.48393829,21.048276333333,45.841775,30.7025,22.125423728814003,11.741610833333
178,0.45799985,15.261753833333001,59.281425,27.968833333333002,20.850833333333,11.430039833333002
177,0.458485225,13.3424775,62.30385,25.236440677965998,21.969491525423997,11.111811333333002
176,0.46215466,16.894095166667,61.8982,27.118275862069,21.878813559322,11.530346166666998
175,0.454757545,16.753815833333,66.5133,26.333389830507997,20.149152542373,11.471316333333002
174,0.448467085,18.166173666667,67.06525,23.700333333333003,17.859166666666997,11.486406666667
173,0.46250413,23.630691333333,64.920625,22.194406779661,16.114655172414,10.9356095
172,0.494597125,30.064411666667,53.755275,21.6485,16.4275,11.413618
171,0.558588965,38.318575166666996,41.053775,28.377666666667,18.849152542372998,13.101516166666999
170,0.5459498,46.371884166667,30.35725,38.365,20.300833333333003,11.991045166666998
169,0.76510632,67.161919,12.635,52.565166666667004,34.585833333333,16.958871666666997
168,0.71132677,57.635677,9.576,43.255666666667004,33.910833333333,15.293165166666999
167,0.7525254,45.514267333332995,12.2094,50.078166666667,40.025833333333004,13.192945833333
206,0.509003055,23.165219,44.82765,19.57186440678,12.129661016949001,12.2617835
205,0.4873165,21.010018333333,51.54415,18.461206896552,12.8765,11.6785865
204,0.513390845,17.308556833333,63.756875,17.503965517241,12.297118644068,11.0660965
203,0.415927545,12.790924666667,,15.459254237288,10.833833333333,11.204128666667
202,0.439186715,14.177777166667,76.79752499999998,15.587966101695,11.136440677966002,10.6906135
201,0.42879969,14.850480333333001,78.8557,18.086310344828,10.8455,10.3550755
200,0.428819105,15.019453166666999,80.67114999999998,16.13993220339,9.9011666666667,11.319525333333
199,0.427382395,16.505138833333,79.178225,13.666316666666999,9.9358333333333,11.664827666667
198,0.438060645,21.035523666667,73.52905,14.659473684211,8.7588333333333,11.731402666666998
197,0.468503365,26.4267135,70.327075,18.812881355932,10.684745762712,10.856163333333
196,0.53884391,37.072002,55.816775,26.043793103448,16.147118644068,12.310605166666999
195,0.660478885,53.937403666667,36.166025,40.774655172414,29.315593220338997,14.213318666666998
194,0.68931016,51.0266075,30.220925,45.341525423729,32.461833333333004,13.877780666666998
193,0.577227365,29.959202166666998,41.818525,31.124833333333,23.31,12.741567333333002
192,0.57728561,20.959007666667,44.239125,33.171551724138,24.361666666667,12.677655333333002
191,0.47341536,15.229872166666999,48.834275,32.250169491525,23.071333333333,11.411398833333001
230,0.596292895,28.690311833333002,29.309875,37.267,32.535,12.734022166667
229,0.54435777,23.362885333333,39.0089,36.77813559322,32.815333333333,12.7038415
228,0.54330936,26.7136485,36.55505,32.319830508475,30.1625,12.739348166666998
227,0.587517315,31.221716166666997,26.80615,33.649152542373,33.41,12.158370333333002
226,0.56427756,28.585102333333,30.280775,32.089655172414,31.755833333333,11.879199166666998
225,0.577110875,27.7657435,28.53515,33.871186440678,33.7825,11.638641499999999
224,0.65024718,37.9232425,21.18025,34.257192982456004,33.445666666667,12.7650905
223,0.6208917,34.2887325,21.4928,34.515689655172,34.0635,12.744230333333
222,0.590390735,36.667104833333,24.39885,33.112711864407004,32.42,12.615074833333
221,0.629026585,39.0518535,21.396375,36.259333333333004,35.5875,12.265334166667
220,0.625221245,43.92656033333299,20.083,37.827288135593,36.813666666667,12.415793666667
219,0.58536225,42.220891166667,23.683975,30.375593220339,28.084666666666998,13.2444305
218,0.534980325,33.4470565,35.84682500000001,18.726166666666998,17.210833333333,14.276786833333
217,0.650227765,38.9562085,24.069675,29.922666666667,27.900833333333,14.121445166666998
216,0.635394705,31.738199166667,27.3581,29.897457627119003,27.978166666667,13.200047166666998
215,0.56610257,25.243903666667,41.1236,21.822413793103,19.273898305085,12.319481833333
254,0.525699955,12.912075,31.1486,32.2255,29.728333333333,10.188194166667
253,0.55018227,14.024745166667,29.2334,33.738333333333,31.946666666667,10.111854833333
252,0.55864721,16.514703333333003,28.884275,35.1025,34.270833333333,11.0368035
251,0.60438895,20.5349815,25.5094,37.334745762712004,36.018,10.778936333333002
250,0.602000905,23.005810666667,28.0364,35.534482758621,34.879,12.2271645
249,0.583750805,21.309706,34.8992,34.808166666667,34.219333333333005,12.192101666666998
248,0.584216765,24.851759166666998,35.86345,34.86813559322,33.928333333333,12.456626333333
247,0.597846095,28.789145,34.8726,36.221724137931,35.358333333333,12.591551666666998
246,0.603476445,31.352431,33.791975,38.62,36.695333333333004,12.592883166666999
245,0.590274245,31.486334,39.08205,35.462931034483,34.107666666667,13.100184666667
244,0.59277878,29.123902500000003,36.22255,37.635593220339,37.077166666667,12.8795995
243,0.726295735,23.975013333333003,25.160275,52.110333333332996,50.800833333332996,11.740723166667
242,0.743963385,23.2704285,21.276675,55.102711864407,53.710666666667,11.762471000000001
241,0.805237125,23.197100666666998,17.05725,61.250833333333,59.756666666667,12.652800666666998
240,0.8507652999999998,22.431940666667,15.3482,61.367796610169,60.236833333332996,12.2804245
239,0.7869870249999998,21.379845666667,16.2659,62.074166666667004,61.2125,12.435766166667
278,0.96667285,28.381059666667,11.4912,51.97220338983,51.428,11.044348666666998
277,1.002842995,22.2183335,24.53185,62.455084745762996,61.773333333333,12.362089833333002
276,0.9132816,19.804891333333,,73.127118644068,71.38249999999998,14.293652499999999
275,0.93626896,24.0164595,44.777775,82.44830508474598,78.22983333333299,15.192414999999999
274,0.656401735,22.167322833333,69.795075,55.216949152542,48.123833333332996,15.309587
273,0.47737602,10.571960666667,89.36934999999998,29.226271186441004,27.391166666666997,10.5468115
272,0.44774873,9.0735223333333,91.68355,26.773636363635998,25.173,10.527282833333
271,0.439342035,8.0883788333333,87.77667499999998,21.884035087719003,20.367666666667,10.196183166667
270,0.48292871,17.879238666667,75.9962,28.405254237288,23.595833333333,10.367059
269,0.46203817,13.769691833333,77.3262,26.126440677966,22.705,10.193076333333
268,0.469940075,17.471153333333,72.10595,27.445084745763,25.201333333333,10.224144666667
267,0.537970235,23.592433333333002,62.400275,36.75701754386,32.0365,11.908936
266,0.58415852,33.360976,46.3372,42.196610169492004,32.770333333333,12.0274395
265,0.51577889,28.001667833333002,47.510925,33.260833333333004,27.904166666667,10.609835833333
264,0.533116485,18.743231833333002,52.086125,31.693965517241,29.28,11.235640833333001
263,0.543056965,15.759107833333001,53.708725,31.714912280702,29.948833333333003,12.6266145
302,0.696590785,26.697707666667,32.528475,35.580508474576,34.686,12.6026475
301,0.596370555,27.542571833333,35.288225,34.789166666667,34.150833333333004,12.704729166666999
300,0.54525086,26.477724166667,38.480225,32.207796610169,31.795833333333,11.498390166666999
299,0.50354744,15.437103,52.82095,30.604166666667,30.113333333333003,11.767353166666998
298,0.485976865,10.173439833333,65.273075,28.072033898305,25.614333333333,10.706147666667
297,0.537465445,32.627697666667,44.737875,19.999824561404,18.781166666666998,11.3430485
296,0.5218752,38.7075315,46.018,21.752542372881,20.909666666667,11.034584333333001
295,0.476269365,25.428817333333,55.783525,25.356896551724,22.472166666667,12.715825
294,0.49811124,25.400123833333,58.024575,28.044736842105,27.077833333333,14.563503166667
293,0.48580213,24.0547175,59.700375,28.563559322034003,26.913,11.720306833333002
292,0.528573375,22.1226885,56.229075,27.835593220338996,26.389833333333,12.909336333333002
291,0.52521458,23.107832,54.2773,27.6025,26.636666666666997,13.232003166666999
290,0.517817465,15.995032166666999,55.018775,32.633050847458,31.4745,12.856076333333002
289,0.617299925,30.019777333333,39.092025,40.9425,39.935833333333,15.500435333333002
288,0.845892135,28.578726,33.81525,55.71,55.2875,17.8993545
287,0.746409675,29.343886,34.736275,50.119491525424,49.223333333332995,15.279406333333002
326,0.55790944,28.355554333333,30.5767,25.871694915254,24.903333333333002,11.623995
325,0.516264265,23.662573,40.402075,20.831034482758998,20.617666666667,11.3670155
324,0.52036083,22.2374625,38.526775,22.537931034482998,22.257333333333,11.1166935
323,0.496266815,20.8410455,40.681375,25.880833333333,24.683333333333,10.6586575
322,0.49422824,21.880387833333,45.3264,21.471355932203,21.161166666667,10.647561666667
321,0.492810945,25.314043333333,44.352175,17.79,17.4275,10.267640333333
318,0.48230743,20.582804,55.989675,17.980172413793,17.379666666667,11.873873166666998
314,0.57363559,25.5850375,39.66725,24.688983050847,24.0,9.9485241666667
313,0.57650901,21.8740115,39.424525,28.888448275862004,28.738833333333,10.361733
312,0.56788875,23.6147505,41.619025,25.631896551724,25.477833333333002,10.031521000000001
311,0.48362765,16.874966166666997,55.6206,17.5725,17.4325,10.172216166667
345,0.52451564,19.151317166667,34.822725,20.0225,18.14,12.027883333333001
344,0.497024,16.138499666667,,21.41186440678,19.293333333333003,11.254281833333001
343,0.44736043,11.5826095,44.292325,22.001666666667,20.265833333333003,11.592482833333001
342,0.459378315,12.545435833333,47.50095,24.789830508475,22.3865,12.265778
341,0.452738385,11.362626,52.644725,24.7475,23.053333333333,12.164140166666998
339,0.484695475,23.9973305,47.82015,22.930833333333002,21.168333333333003,11.656838666667
338,0.445787815,13.179881,61.58565,20.215,18.606666666667,12.015899833333002
337,0.45807751,18.17255,62.579825,18.137796610169,17.307333333333,11.949324833333002
336,0.47108556,23.818793166667,53.828425,17.971186440678,17.536166666667,10.961351833333001
335,0.52319542,31.642554166666997,46.0446,20.969166666667,20.751666666667,11.567184333333001
363,0.523719625,19.556214333333003,37.629025,18.579661016949,16.507166666667,12.581787333333
362,0.505275375,16.890907,39.70715,19.62,17.353333333333,13.116162666666998
361,0.493704035,16.310660666666998,43.301475,23.004166666667,20.17,12.9674785
360,0.47314355,15.513619,48.574925,25.358333333333,22.096666666666998,13.8755615
359,0.47314355,18.287324,65.073575,28.610833333333,23.425,12.4109115
358,0.45334025,20.270363666667,65.731925,28.996666666667,22.636666666666997,12.246693166666999
357,0.47986114,20.895244333333,54.31055,34.330833333333004,17.111666666667,11.799753
356,0.46258179,20.327750666666997,45.994725,26.286666666667,15.806666666666999,12.273323166667
355,0.46021316,16.358483166667,48.2923,20.499166666666998,14.18,12.260452
354,0.45551473,13.218139,48.89745,17.269166666666997,12.963333333333,12.071378999999999
353,0.44126412,11.528410666666998,49.03045,17.703333333333003,13.365,12.049631166666998
387,0.532068075,23.697642833333003,34.576675,11.2375,11.016666666667,12.047855833333001
386,0.606466355,35.022010833333,26.044725,12.963333333333,12.615,12.835216166667
385,0.50607139,23.681702,42.204225,11.1475,10.11,12.404254
384,0.50688682,21.7783665,43.155175,9.6830508474576,9.011166666666702,12.041642166667
383,0.50203307,25.792268333333002,41.097,12.445,11.803333333333,12.983012666667
382,0.53457261,30.067599833333002,36.744575,16.341666666667,15.788333333333002,12.209855
381,0.54268808,29.26737,36.897525,18.73,18.006666666667005,12.212518
380,0.5362423,26.726401166667,40.255775,20.2725,19.918333333333003,12.513880833333001
379,0.56548129,30.064411666667,42.875875,17.400847457627,16.848666666667,12.678543
378,0.636831415,42.928664166667,29.369725,21.255,20.608333333333,12.5600395
374,0.57068451,30.227008166666998,41.233325,19.824166666666997,20.088333333333,12.322588666666999
373,0.50211073,24.851759166666998,45.343025,17.916666666667,17.595,11.544992666667
372,0.495723195,16.2118275,47.6539,22.114166666667,21.116666666666998,12.635491166666998
407,0.3793691,5.4740821666667,,8.121666666666702,5.6283333333333,16.751601500000003
406,0.400201395,4.5176321666667,79.583875,9.388333333333302,7.808333333333299,16.926471833333
405,0.39866761,4.629218,81.2763,9.5291666666667,7.3866666666667,25.563024666666998
404,0.4329545,9.848246833333299,82.855675,13.941666666666999,8.958333333333298,59.293914166667
402,0.51422569,30.411921833333,59.5707,23.136666666666997,16.61,18.763941833333
401,0.4779973,27.469244,66.1276,18.5675,13.606666666667,29.030250666666998
400,0.462018755,23.994142333333002,65.48255,16.574166666666997,13.225,19.421702833333
399,0.54928918,28.961306,57.7619,25.358333333333,22.773333333333,16.968636
398,0.575014055,19.058860333333,43.7038,15.3,15.003333333333002,12.783287666666999
397,0.48176381,16.929165,44.02965,18.759166666667,18.003333333333,13.5080675
396,0.45671846,11.247852,46.885825,16.914166666667,16.14,13.150337833333001
430,0.614193525,20.330938833333,26.636575,37.653333333333,36.363333333333,11.757145
429,0.536417035,18.848441333333,35.0455,33.311666666667,32.765,11.544548833333002
428,0.51209004,13.941852833333002,46.340525,30.7325,30.115,12.985675666667
427,0.49337398,10.938599833333,55.564075,27.674166666667,25.785,13.398440666667
426,0.45368972,9.3413283333333,65.918125,24.845833333333,21.805,14.764559666667
425,0.43536196,6.8609346666667,73.72855,24.6775,22.625,13.130365333333001
424,0.42274221,7.3040898333332995,77.263025,22.633333333333002,21.118333333333002,13.097521666667
423,0.41687888,7.466686333333299,81.59217499999998,19.956666666666997,18.356666666667,40.051963833333
422,0.43322631,21.574323833333,70.23065,18.845833333333,15.616666666667,183.53972983333
421,0.455029355,24.960156833333002,65.166675,22.930833333333002,18.891666666667,138.01752016667
420,0.59596284,22.473386833333002,60.657975,35.954166666667,30.345,47.348583833332995
419,0.57258718,27.714732833333002,52.18255,35.328333333333,29.483333333333,31.3927755
418,0.55134717,23.5573635,55.384525,30.843333333333,27.918333333333003,22.288422333333003
417,0.52960237,14.302115666667,64.814225,26.028333333333002,23.735,17.461291
416,0.53690241,17.4934705,60.2091,24.148333333333,22.013333333333,15.323789666666999
415,0.5537158,15.0640875,59.7436,23.756666666666998,21.123333333333,14.1605025
454,0.540338865,43.531227666667,33.180175,43.473333333332995,26.72,19.779876333333
453,0.694532795,63.0396195,15.225175,58.05,33.541666666667,21.708776
452,0.832068655,73.96227849999998,9.29005,77.52833333333298,45.286666666667,28.471020666667
451,0.7687951699999998,62.570959,18.403875,55.776666666667005,43.311666666667,28.737320666667
450,0.66725472,31.406629833333,49.76195,41.406666666667,36.905,29.982273166667
447,0.63110399,68.685862666667,20.07635,31.6975,26.805,16.241193166667
446,0.751108105,83.97312183333298,7.404775,38.2525,30.551666666667,21.2174525
445,0.968090145,87.37489566666703,3.847025,48.436666666667,41.94,23.785472166667
444,1.114401585,85.70429633333299,3.135475,66.148333333333,61.531666666667,22.208532333333
442,0.664439545,42.97967483333299,30.972375,41.335,39.115,27.8083775
441,0.61374698,37.926430666667,37.23335,31.128333333333,28.72,24.310970833333002
440,0.61844541,37.881796333333,37.875075,34.4,29.785,18.933486166667
439,0.583246015,23.895309166666998,46.486825,31.356666666667,29.225,18.065792
475,0.799451455,35.659644166667,25.54265,66.991666666667,60.915,17.980576
474,0.80350919,26.114273166666997,39.258275,79.358333333333,70.621666666667,19.267248833333
473,0.745943715,18.6985975,48.847575,74.24166666666702,65.936666666667,18.431066833333002
472,0.54540618,13.565649166666999,69.56565,51.53833333333299,45.061666666667,17.46928
471,0.50991556,10.508197333333,83.22142499999998,48.09,40.466666666666995,20.079463833333
470,0.497509375,10.508197333333,88.913825,42.653333333333,36.123333333333,63.906230166667
469,0.466911335,13.234079833333,88.91715,39.863333333333,33.776666666667,93.916021
468,0.458329905,9.204237166666703,97.592075,42.398333333333,35.276666666667,50.5211045
467,0.45155407,8.8854205,98.270375,36.436666666667,30.333333333333,33.478348333333
466,0.449088365,10.654853,95.68020000000001,31.291666666667,26.618333333333002,21.241863333333
465,0.470328375,16.849460833333,87.643675,31.4,25.59,17.943737833333
464,0.500848755,14.866421166667,81.36607499999998,36.033333333333005,31.468333333333,14.463196833333
463,0.545891555,15.335081666667,78.98205,39.353333333333,32.76,15.101873
462,0.52979652,12.765419333333002,80.95709999999998,36.508333333333,32.208333333333,15.975780833333001
461,0.514905215,9.4242206666667,79.617125,33.995,30.896666666667,17.8141385
499,0.46122274,22.164134666667,49.742,26.31,25.295,12.485031666666998
498,0.46118391,24.736985166666997,54.546625,26.678333333333,23.013333333333,13.665628333333002
497,0.521118015,33.035783,48.342175,30.081666666666997,26.916666666667,15.026865166667
496,0.497082245,29.516046999999997,50.915725,33.325,24.176666666667,19.117677
495,0.430255815,19.658235666667,65.2897,27.143333333333,18.328333333333003,11.370566166666999
494,0.43182843,19.361736166666997,69.21985,26.6,18.468333333333,11.018606333333
493,0.429945175,18.685844833333,71.97295,23.736666666667,19.26,10.564564833333
492,0.435653185,19.7124345,72.714425,27.38,20.316666666667,10.569447
490,0.508731245,36.271772166667,59.015425,30.743333333333002,23.078333333333003,11.916037333333001
489,0.47807496,25.961241166666998,64.953875,28.658333333333,23.84,11.6839125
488,0.490985935,44.468548666667004,45.3397,32.815,25.613333333333003,11.185487666667
487,0.49795592,32.481042,51.201675,36.328333333333,29.498333333333,11.178830166666998
486,0.559249075,33.565018666667,43.04545,42.888333333333,35.391666666667,12.763759
485,0.58299362,46.260298333333,31.165225,49.075,37.788333333333,11.902722333333001
484,0.722684545,75.534044666667,14.294175,52.66,37.973333333333,13.5506755
521,0.51243951,27.772119833333,32.195975,31.406666666667,26.096666666666998,11.679918
520,0.52801034,22.993058,41.891675,34.638333333333,28.346666666666998,12.493020666666999
518,0.4519812,12.185173,63.83335,30.568333333333,28.47,11.3829935
517,0.44254551,13.109741333333002,69.455925,28.686666666666998,26.401666666666998,11.5374475
515,0.425557385,18.284135833333,68.4684,24.806666666667,21.071666666667,13.170754166666999
514,0.426101005,21.561571166666997,62.9356,26.276666666666998,20.843333333333,12.8050355
513,0.45528175,27.061158666666998,57.864975,23.326666666667,18.881666666666998,11.901834666666998
512,0.46813448,28.865661,56.09275,26.055,18.791666666667,11.9342345
511,0.526127085,31.881666666666998,48.92405,31.003333333333,25.38,12.510774000000001
510,0.492655625,31.024049833333002,47.74035,33.438333333333,25.401666666666998,12.613743333333002
509,0.49290802,31.926301,46.55,32.646666666667,25.835,16.884307666667
508,0.505158885,18.982344333333,54.247375,38.026666666667,30.351666666667,16.099610333333
543,1.10063635,41.905262666667,12.4621,89.93166666666703,82.51333333333298,20.526847833333
542,0.948869295,30.093105166666998,39.477725,84.141666666667,76.38166666666702,22.910676666666998
541,0.891556215,25.722128666667,53.156775,84.56,75.51833333333299,30.420336666666998
540,0.649140525,21.306517833333,68.544875,61.57166666666701,57.005,64.9758685
539,0.53841678,12.191549333333,88.474925,50.375,44.338333333333,34.372228666667
538,0.522360575,12.771795666666998,91.01855,38.228333333333,36.208333333333,26.1519915
537,0.515332345,14.177777166667,92.17565,39.25,35.906666666667,22.127310833333002
536,0.49151014,18.9664035,91.380975,35.50500000000001,32.571666666667,19.7581285
535,0.517351505,23.579680666667,87.171525,41.756666666667,35.511666666667,19.929448166666997
534,0.54824077,42.526955166667,69.02035,42.448333333333004,32.686666666667,18.285045666667
533,0.680282185,77.27478366666702,32.5052,49.225,32.323333333333004,16.013062833333002
532,0.84979455,88.39829716666702,14.766325,62.975,43.631666666667,18.142575166666997
531,0.650732555,68.634852,25.23675,45.995,33.125,15.033078833333
